Stars,Review Text,Review Date,Review Usefulness,Random,Sentiment Label,Sentiment Score
1.0 out of 5 stars,"Wow, what a disappointment, she gets stuck on the slightest uneven surface, she goes over the same areas and never touches others, when she gets stuck, you can’t find her, she has never completed a job, hire a cleaning person and save yourself money and frustration","Reviewed in the United States on December 30, 2020",One person found this helpful,1,NEGATIVE,0.9966993927955627
1.0 out of 5 stars,"This is my second try! The first Roomba we returned because it was faulty. The replacement they sent us is just ok on hardwood floors, but misses a lot, so I have to go back around with stand up vacuum cleaner. It doesn’t pick up per hair but rather pushes it out of the area rugs , so again, I have to use the stand up. Back to our traditional vacuum cleaner😥","Reviewed in the United States on April 17, 2021",One person found this helpful,1,NEGATIVE,0.9992767572402954
3.0 out of 5 stars,"Roomba had a hard time getting to everything - and our area isn’t that big. Suction was mediocre and it just seemed easier to use my old vac, which is faster and has more suction.","Reviewed in the United States on July 11, 2021",One person found this helpful,1,NEGATIVE,0.9994125962257385
5.0 out of 5 stars,"Is a robot vacuum ridiculous? Maybe. I haven't swept/vacuumed manually in weeks and it's saving my wife and I tons of time with cleanup. Imagine you can hit a button every time your floor is dirty and then not worry about it again. 5 stars for cleaning power, 5 stars for time saving and 5 stars for being super cool.","Reviewed in the United States on January 1, 2019",One person found this helpful,1,POSITIVE,0.8365257978439331
5.0 out of 5 stars,"Any item or human that will do the housework for me I will love. The best part about this little vacuum is that it can get under the beds, under tables, under chairs, Etc ... so simple and easy!","Reviewed in the United States on December 2, 2020",One person found this helpful,1,NEGATIVE,0.8070463538169861
5.0 out of 5 stars,"After much deliberation, a name was finally chosen for the robot that would become my best, good, friend. Katniss Evaclean is a life saver and time saver. My floors are ALWAYS clean. Set a schedule and your done.....pretty much. Unfortunately my cats are jerks and do not ride around on the Roomba wearing shark costumes like they do in all the internet videos.  But I no longer have to wield a broom to sweep, so I guess I can't complain.","Reviewed in the United States on January 22, 2020",One person found this helpful,1,POSITIVE,0.9555065035820007
5.0 out of 5 stars,I got this vacuum one day ago and cannot stress enough how happy I am with it.  It goes on my floor and carpet no problem and zips around my whole apartment easily. I was surprised how it can move around and avoid getting stuck on floor clutter. In one day I have run it 4-5 times and I am amazed by how much it picks up. I think everyone should get one of these. Love it.,"Reviewed in the United States on January 14, 2021",One person found this helpful,1,POSITIVE,0.9996167421340942
3.0 out of 5 stars,Does not work well if you have a long hair cat. His hair gets wrapped around the wheels and brush on almost a daily basis. We’ve had it less than 3 months a brush broke off the bottom yesterday. It is nice scheduling a daily vacuuming of my floors. I would not buy this version again.,"Reviewed in the United States on March 4, 2021",One person found this helpful,1,NEGATIVE,0.9989602565765381
5.0 out of 5 stars,"We have five cats.  The Roomba handles the hair fabulously.  My only regret is I have not figured out how to program Alexa to send the robot out when I yell ""Release the Kraken!""  I really need this feature...  Can anyone make that happen?  Solid robot, well built, have it do the work for you.","Reviewed in the United States on October 5, 2020",One person found this helpful,1,POSITIVE,0.7792837619781494
3.0 out of 5 stars,Very small debris collection bin. Can't transition on to anything but the thinnest rugs. With slightly thicker rugs it shuts down. Not recommended for people with kids or pets. Collection bin fills up quickly and then it's just running around making noise.,"Reviewed in the United States on April 7, 2019",One person found this helpful,1,NEGATIVE,0.9992774128913879
4.0 out of 5 stars,"Not fancy by any means but so far worth the price. More of a sweeper than a vacuum due to limited suction and my long hair gets stuck pretty easily (I seem to be shedding as much as the dogs) but overall it cleans up the dog hair and debri rather decently. Keeps coming up full even if not much for sucking power, so its doing what it needs to do here. We are all hard floors and a few rugs. Its not too noisy, can still hear my music over it at least.","Reviewed in the United States on December 9, 2020",One person found this helpful,1,POSITIVE,0.9971553087234497
5.0 out of 5 stars,"This little guy is so great. For the price-point, I'm so happy with him! My living room floor used to always feel like there was a layer of dust/dirt but not anymore! The only downside is that he bumps into things a lot, so I have a hard time watching him when he's cleaning. But it's an easy set and forget situation and I've never been happier.","Reviewed in the United States on July 1, 2019",One person found this helpful,1,POSITIVE,0.9937970638275146
2.0 out of 5 stars,"I have had this for about a month. I have it scheduled to clean every day. It had Only competed the job maybe a quarter of the time. It gets stuck on serious things line the edge of a rug, the base of our bar stools and even under the lip of the kitchen cabinets. Not worth the money I spent.","Reviewed in the United States on January 12, 2020",One person found this helpful,1,NEGATIVE,0.9997085928916931
2.0 out of 5 stars,"I dont have an extremely messy house for this to break after 5 days, the side brush totally stopped working. I flipped it over to check if there was something maybe stuck but theres nothing that could be stopping it.  this vacuum is good for all the extras that you dont get after cleaning.. which is what I use it for.  But I would not get this if u dont vacuum or clean at all .... I dont think it can handle it.","Reviewed in the United States on January 13, 2020",One person found this helpful,1,NEGATIVE,0.9995960593223572
5.0 out of 5 stars,"I moved from Berber carpet to vinyl flooring thanks to an elderly pet.  The Roomba does a superb job of picking up hair, grandchild crumb droppings, and anything else I don't see.  I do have to pull some furniture away from the wall to ensure full floor cleaning, but it is a small price to pay to have this handy gadget do the work for me.","Reviewed in the United States on April 24, 2019",One person found this helpful,1,POSITIVE,0.9673629999160767
5.0 out of 5 stars,I have 2 cats and 1 dog. All 3 shed a lot. The Roomba has been a blessing to have. I run it every 2 to 3 days .It does a great job picking up all the dog/cat hair.,"Reviewed in the United States on May 30, 2021",One person found this helpful,1,POSITIVE,0.9994052648544312
2.0 out of 5 stars,"Thought this was going to be a great purchase for my two bedroom apartment with stained concrete floors however the cleaning pattern is very inconsistent. It does not sweep the entire area of a room, the dust trap is small, and the spinning white brush stopped working after only 1 month. It also never finds its way back to the docking station on its own.","Reviewed in the United States on March 4, 2021",One person found this helpful,1,NEGATIVE,0.9996046423912048
5.0 out of 5 stars,Cleans great. I can't believe how much dirt and hair this thing picks up. Plus it works with an app and Alexa which is a bonus. My wife loves this thing.,"Reviewed in the United States on July 14, 2021",One person found this helpful,1,POSITIVE,0.9996972680091858
5.0 out of 5 stars,"I run the Roomba every morning, just before I wake up.  With 2 Labrador/German Shorthair Pointers, the hair adds up quickly.  Even 2 months later I'm in awe of what it picks up every day.  And no more edging, at least the spots she can get to with the furniture. I still have to bring out the big vacuum every other week or so, but it definitely reduces the amount of time I spend on my floors.","Reviewed in the United States on September 11, 2020",One person found this helpful,1,NEGATIVE,0.9851515293121338
5.0 out of 5 stars,"Oh my goodness!!! I can’t stop talking about how much hair we don’t have everywhere because of our dogs. The roomba just gets it for us and it is perfect. Highly recommend this to anyone on the fence, it is worth the money to save you time and it helps me be a cleaner person so it can to all the spots.","Reviewed in the United States on April 10, 2019",One person found this helpful,1,POSITIVE,0.9998311400413513
5.0 out of 5 stars,"I LOVE “Harry”!  He’s been working so hard for me, cleaning areas I haven’t been able to reach for years.  Each room gets “Harried” every day and his bin gets filled each time.  I have a housekeeper, and I like to think I keep a tidy house, but I’m often horrified at how much dust is in the bin.  I’m so happy with this product.  I may need a second Harry so I don’t have to take him up and down stairs each day.","Reviewed in the United States on May 25, 2020",One person found this helpful,1,POSITIVE,0.9882598519325256
5.0 out of 5 stars,"Hey... a robot is doing my vacuuming.  It gets under the tables and chairs, finds its way home and picks up pet hair.  I still feel as though I need to really vacuum every now and again, but this is an easy, in-between fix.","Reviewed in the United States on July 30, 2020",One person found this helpful,1,NEGATIVE,0.5917842388153076
4.0 out of 5 stars,Before this I had a Samsung robovac. The Samsung got stuck. Lot easier because of its bulky design but my issue with the irobot is that it's pretty much a bumper car and bumps as round the house randomly where the Samsung vacuumed in an organized path. Besides that the vacuum does a great job. It's just frustrating to watch it so make sure you only use it when your not home lol,"Reviewed in the United States on December 7, 2020",One person found this helpful,1,NEGATIVE,0.9949827194213867
5.0 out of 5 stars,We use with both hard wood flood and carpet. Does a great job cleaning. Has difficulty docking sometimes but we just let it do it’s thing. Runs for two hours per clean.,"Reviewed in the United States on October 3, 2020",One person found this helpful,1,NEGATIVE,0.8172953128814697
5.0 out of 5 stars,My sisters and I purchased this for my mom for Christmas last year.  She loves him!  She named him Little Man and was so happy when my nephew set it up where she can start him from her phone.  She runs him almost daily and is so happy to have her hardwood floors dust free.,"Reviewed in the United States on April 2, 2020",One person found this helpful,1,POSITIVE,0.9996538162231445
1.0 out of 5 stars,Worked really good for about 2 months then it has a hard time findings its way back. It gets stuck all the time and it disconnect from my internet and now it won't reconnect.,"Reviewed in the United States on March 7, 2021",One person found this helpful,1,NEGATIVE,0.999416172504425
2.0 out of 5 stars,"Okay this products does decent job on floors and hair, but there are major flaws with it.  I will never purchase an iRobot product again because of this.  The Star pattern means NO PATTERN in cleaning.  It is go randomly through out your house and just stops when the battery is drained.  It will NOT return to it's base when it is running low.  To get those obvious features you need to purchase a higher model or buy from someone else.  I recommend someone else.","Reviewed in the United States on December 21, 2020",One person found this helpful,1,NEGATIVE,0.9974613785743713
4.0 out of 5 stars,"I wish I had got the Romba that maps your floors. Hazel, as we call it, works well but it's random and misses some areas but over all, I appreciate the help.","Reviewed in the United States on April 18, 2021",One person found this helpful,1,POSITIVE,0.9931278824806213
3.0 out of 5 stars,"Not really living up to the  hype of an iRobot Roomba. Rosie gets stuck every single day, multiple times in the same spot. For a robotic vacuum that is supposed to be smart and learn where it should be vacuum, I am not impressed. I am actually onsidering checking out the return policy since it doesn't function as advertised.","Reviewed in the United States on December 9, 2020",One person found this helpful,1,NEGATIVE,0.9987713694572449
5.0 out of 5 stars,The Roomba is great for cleaning up all the hair my dog is constantly shedding. I spend a lot less time sweeping and vacuuming. I love how easy it is to program it from my phone to clean when and where I want and so far it’s been simple to maintain. So glad I bought it!,"Reviewed in the United States on June 1, 2021",One person found this helpful,1,POSITIVE,0.9896137714385986
5.0 out of 5 stars,"If you are expecting this to be the only thing you use to clean your floors, you will be disappointed.  This is a supplement tool to keeping your floors clean, and for that purpose it is amazing.  We have it set to run daily while we are at work. I love it.  You will still need to clean an occasional corner, and damp mop as needed.  It also helps you keep stuff like toys and cords picked up as it will get tangled.  Over all, we absolutely recommend and we are glad we have it.  Worth the price.","Reviewed in the United States on November 13, 2020",One person found this helpful,1,POSITIVE,0.9995015263557434
3.0 out of 5 stars,"Unfortunately it does not clean in a consistent manner it skips alot of areas bumping around loosing track of where it left off, and also it gets tangled on area rugs if they are not heavy set.","Reviewed in the United States on October 30, 2020",One person found this helpful,1,NEGATIVE,0.9997074007987976
5.0 out of 5 stars,"Do not over think it. This product will blow your mind with how effective it is at cleaning areas of your house that you thought were relatively clean. It is a bit loud when in action but you can control the time of day when it cleans. Therefore, I simply advise it to clean while I’m at the office!","Reviewed in the United States on February 5, 2020",One person found this helpful,1,POSITIVE,0.9897800087928772
4.0 out of 5 stars,"I love that it can be scheduled to vacuum once to twice a day. Every single day I am frustrated about it getting stuck in exactly the same space, under the couch. I wish it would notice that this is a place to stay away from.","Reviewed in the United States on July 13, 2020",One person found this helpful,1,NEGATIVE,0.998999834060669
5.0 out of 5 stars,"Love it! My daughter-in-law has been trying to talk me into getting one for awhile and I finally got one. We have 2 dogs that are in and out of the house, so there’s a lot of hair. I run it in the morning and afternoon and I love it! It’s really saved me a lot of cleaning time and I’m always amazed at the amount of hair it picks up. We have all hardwood floors and I’m now considering getting the one that mops.","Reviewed in the United States on July 9, 2021",One person found this helpful,1,POSITIVE,0.999821126461029
4.0 out of 5 stars,I dislike that it seems to randomly go around your home and I cannot seem to get this connected to my phone but overall this is my most favorite thing I have gotten for myself. I highly recommend passing this into your home helps tremendously! I have no carpet and I dont have pets however I have kids (same thing right?) They're probably messier than pets and this little robot is amazing!,"Reviewed in the United States on April 28, 2020",One person found this helpful,1,POSITIVE,0.9973768591880798
2.0 out of 5 stars,"If your whole house is hardwood and tile than I could see this Roomba as being extremely helpful. My biggest issue, and a big one for me, is that it cannot make it onto my carpets on it's own. It seems to think that it's hitting a wall or something. When placed into the carpet, half the time it gets stuck, and it's not especially long carpet by any means, and it also has no problem rolling straight off of the carpet and then, again, it's not able to get back into the carpet. I returned it.","Reviewed in the United States on February 7, 2020",One person found this helpful,1,NEGATIVE,0.998375654220581
5.0 out of 5 stars,"Got Roomba 675 just before Christmas and I love it. It’s an older model - but is absolutely perfect. Cleans up 3dogs worth of hair. I let it clean one room at a time to ensure a good clean. Instead of leaving all doors open. Our great room is pretty large and it gets good coverage on one cycle.  I was surprised how much the disposal container holds. And it’s real easy to clean.I really don’t see a need to spend $1000 on the new model, this one does the job.","Reviewed in the United States on January 12, 2020",One person found this helpful,1,POSITIVE,0.9996828436851501
3.0 out of 5 stars,"It cleans enough to make a difference. It had become one of my favorite purchases EVER... until the base stopped working and charged intermittently, or not at all. I’ve only had it for a few months","Reviewed in the United States on May 8, 2021",One person found this helpful,1,POSITIVE,0.997617244720459
5.0 out of 5 stars,This iRobot is the best. It cleans great. Be careful to pick up any paper clips or pins.We bought this item because a friend raved about the customer service from the company who manufactures the product.We have had no problems to date with the iRobot Roomba.,"Reviewed in the United States on January 8, 2020",One person found this helpful,1,POSITIVE,0.999754011631012
3.0 out of 5 stars,Not worth the price.  It would not connect to my WiFi because my internet is too fast.  It also was incredibly loud an did not really go in an organized pattern.  There was a lot of wasted energy and snag ups I felt could have been avoided.  I’m as excited to have my first robot vacuum but in all honesty I don’t think the technology is there yet and it isn’t a good investment.,"Reviewed in the United States on April 21, 2020",One person found this helpful,1,NEGATIVE,0.9997581243515015
4.0 out of 5 stars,It's our second roomba. The first one is still working after 7 years and we thought it would be nice to have one upstairs too.So far this one is equally excellent.,"Reviewed in the United States on April 28, 2021",One person found this helpful,1,POSITIVE,0.9996463656425476
5.0 out of 5 stars,"I love it. I have purchased 5 Roombas. I bought one for upstairs, downstairs and the basement. One for my daughter and mother. I bought them over a 2 year period. I loved the first one so much. I kept buying another. I bought all 600 series and replacement brushes and filters.","Reviewed in the United States on January 19, 2021",One person found this helpful,1,POSITIVE,0.9994595646858215
3.0 out of 5 stars,"Did not know when we purchased this for our son and daughter-in-law, that it operated randomly, not in a pattern.  So it misses spots and will miss picking up debris unless it happens to come back to that area where the little brush is on the correct side and will sweep up the debris.  I would probably recommend purchasing the one that runs in a pattern.","Reviewed in the United States on January 9, 2020",One person found this helpful,1,NEGATIVE,0.9996938109397888
4.0 out of 5 stars,Works very well especially for the price. Just be warned it does random patterns so misses spots but gets under almost all the furniture which is very helpful. I end up watching him so he doesn’t do same areas over and over which can be frustrating but does surprisingly well getting two cats worth of fur off rug and floors. Really helps allergies,"Reviewed in the United States on December 22, 2019",One person found this helpful,1,POSITIVE,0.9960108399391174
2.0 out of 5 stars,"Went from a Roborock to this. It’s terrible in comparison. Every day I come home and it’s stuck somewhere else on a “cliff”. It thinks my area rugs are cliffs. If you have long hair, You’ll be cleaning the brush roll a few times a week. If it weren’t for the fact that I had a great robot vacuum before, this experience would have turned me off to them entirely.","Reviewed in the United States on February 26, 2020",One person found this helpful,1,NEGATIVE,0.999177098274231
5.0 out of 5 stars,"This is my first iroomba purchase.  I have 3 cats and 2 dogs and it does a  great job of keeping the floors clean. it goes under beds, and I do not have a problem with it climbing a carpet . I have a few area rugs, and carpeting in one bedroom.  I have mostly wood floors. however. It docks by itself and you can post the control app to your smartphone.","Reviewed in the United States on February 4, 2019",One person found this helpful,1,POSITIVE,0.9902802109718323
5.0 out of 5 stars,It cleans my rugs and wooden floors.  I did have to block entrance to one room to get it to go through dining room to my kitchen.  I really like this and am glad I bought it.,"Reviewed in the United States on March 28, 2021",One person found this helpful,1,POSITIVE,0.9991319179534912
5.0 out of 5 stars,"My daughter researched many robotic vacuums and chose this one. It goes all around different floor areas and redirects when needed. Depending on your need, it does not deep clean.","Reviewed in the United States on January 14, 2021",One person found this helpful,1,NEGATIVE,0.9913000464439392
5.0 out of 5 stars,"Love love love.  ""Dorothy"" has a sense of humor in a sense.  She qlerts you to being stuck near q ""cliff.""  Well there are no cliffs or steps in my house so the cliffs end up being on a shoe or her docking unit.","Reviewed in the United States on June 8, 2021",One person found this helpful,1,POSITIVE,0.9650441408157349
4.0 out of 5 stars,"I love coming home to a clean floor without having done it myself!  My roomba works well, but this model doesn’t clean in a grid format, it roams aimlessly and does a really good job, but some areas are left unclean as it never got to it.  I would ABSOLUTELY buy it again, just wish I could trade this model for the one with the “North Star” feature.","Reviewed in the United States on March 24, 2019",One person found this helpful,1,NEGATIVE,0.9867211580276489
5.0 out of 5 stars,Works great on my hard wood floors. It picks up all my cat and dog fur without a problem! I love how you can control it thru your phone. It’s lightweight so I can carry it if I need to help it find it’s “home”. I just wish it actually listened to it’s name lol,"Reviewed in the United States on September 6, 2020",One person found this helpful,1,POSITIVE,0.9919930696487427
1.0 out of 5 stars,"I thought it would be nice to have this run every day in between my normal vacuuming but it hasn't been that great.  It doesn't do the middle of my floors, usually stays against the walls the whole time.  When it goes into a room, it stays there majority of the time.  I'm not impressed with it at all.","Reviewed in the United States on February 15, 2021",One person found this helpful,1,NEGATIVE,0.9984662532806396
3.0 out of 5 stars,"It does a great job cleaning. However, it constantly gets stuck in the most random places. It has zero rhythm or rhyme to where it goes or why it goes there. One day it will clean the crud out of your kitchen but avoid the living room and spend 30 minutes going round in circles in your entry. It’s the weirdest thing. I also can not get it to connect to my Alexa. So overall I wish I would have done my research more and gone with a shark.","Reviewed in the United States on July 5, 2020",One person found this helpful,1,NEGATIVE,0.9988601803779602
5.0 out of 5 stars,The new air filter style is a huge improvement.  I’m not sure if the power has increased or my older version was just not as powerful as when I first purchased it but it picked up dust and cat hair left behind by my older Roomba.  I also like how the new Roomba is connected to my network at Alexa app.,"Reviewed in the United States on May 11, 2020",One person found this helpful,1,POSITIVE,0.9380013942718506
5.0 out of 5 stars,"Why didn't I buy this earlier??? The Roomba makes my life so much easier. It works great on tile and carpet. Has easy access underneath armoires and tables, chairs etc. Cleans really thoroughly. With the app you just walk away and let the Roomba do its duty.","Reviewed in the United States on January 4, 2021",One person found this helpful,1,POSITIVE,0.9937741756439209
5.0 out of 5 stars,I can’t live without my robot. I’m retired with bad hips and this little man helps me out enormously. It picks up very well indeed on out tiled floors and keep the carpets looking good between regular vacuumings. It’s also great for picking up fluff under beds where a vacuum won’t go😊,"Reviewed in the United States on November 1, 2019",One person found this helpful,1,POSITIVE,0.9987838864326477
4.0 out of 5 stars,"Me parece muy últil, pero no tiene un patrón para hacer el recorrido y tampoco se le puede decir por donde ir, va por donde quiere y evntualmente deja espacios sin limpiar, esto implica que toma mucho tiempo para limpiar una habitación, lo mejor es prender la aspiradora cuando no estamos en casa.Tener cuidado con cables, puede enredarse mucho, por suerte sus sensores hacen que pare sin ocasionar daños mayores.Dentro de todo, es una gran ayuda, en especial para limpiar debajo de los muebles, si lo recomiendo.","Reviewed in the United States on December 14, 2020",One person found this helpful,1,NEGATIVE,0.9906442761421204
4.0 out of 5 stars,"Got this and it made my significant others world, this vac does vacuum the whole first level and any level you take it. goes back to its docking station when done","Reviewed in the United States on May 10, 2021",One person found this helpful,1,NEGATIVE,0.9974378943443298
4.0 out of 5 stars,"It seems to do a good job but it’s very loud. Substantially louder than my previous Chinese knockoff robot. It’s also quite thick and it doesn’t fit under most of my furniture. Then again, it doesn’t get stuck under my furniture either.","Reviewed in the United States on May 11, 2020",One person found this helpful,1,NEGATIVE,0.9365086555480957
5.0 out of 5 stars,"If you have pets, this is a must have!!  I set it to run everyday while we are at work, it picks up the majority of the dog hair, and I just have to do touch ups on the weekend.  No more dog hair dust bunnies!! It is definitely not perfect, and will not take over your vacuuming completely, but if you hate vacuuming or just don't have time more than once a week, this will definitely make your life easier.","Reviewed in the United States on February 14, 2020",One person found this helpful,1,NEGATIVE,0.9625502228736877
1.0 out of 5 stars,"It’s nice on hardwood floors but would never find the dock again if you didn’t help it, just bumps around with no real direction, it won’t work at all on any black or dark surface. Our originally area rug had black lines and it was a total pain. Bought a new rug that’s light grey and it still doesn’t work on it, just gives you the cliff error. There should be a way to disable that feature as we live in a stainless apartment. I’d return it if I hadn’t thrown the packaging out already.","Reviewed in the United States on January 17, 2021",One person found this helpful,1,NEGATIVE,0.9992388486862183
2.0 out of 5 stars,I always thought these things would save me the hassle from having to vacuum. I quickly realized that they get stuck in every little corner so you almost need to follow them around the house to make sure they don't. So much easier (and cheaper) to vacuum with a regular one. Had to return this.,"Reviewed in the United States on April 2, 2020",One person found this helpful,1,NEGATIVE,0.9978048801422119
5.0 out of 5 stars,We have laminate floors with very few rugs in the house and the roomba makes short work if it all. We have a dog and a cat indoors as well. The roomba runs once a day every day. You never see pet hair in my floor. I love this little machine!,"Reviewed in the United States on August 26, 2020",One person found this helpful,1,POSITIVE,0.9960834980010986
3.0 out of 5 stars,"We have a fairly large two story house and vacuuming takes a significant amount of time.  Thus, for Black Friday deals we decided to give this guy a try.  Spending 45+ minutes to vacuum each week is time we really would like back. This Roomba was $100 off with a money back guarantee so if it didn't work we were going to return it.The setup was easy.  You download the app and follow the instructions to connect it to your home network.  It didn't come fully charged but was fairly close.  In about 30+ minutes it was done.The app is fairly useless other than telling the Roomba to go vacuum or to return to the dock. For this model you have no other control of the unit.  The app is more of a message device.  It will tell you how much battery power is left, if the Roomba gets stuck and needs help, or if it's charging and docked. You can schedule automatic cleaning sessions with the app but realize it may not return back to the dock correctly.  You will need to verify it made it home after each session either visually or by looking at the app.After a couple weeks with a fair amount of use here is our verdict:This unit is a time saver without question.  It just requires some babysitting.  Do NOT expect for it run off in the distance, perform perfectly, get every section of the floor, then return home and sleep. It WILL get stuck and it's highly possible it won't work on some area rugs (the design patterns and cliff sensors appear to have trouble with a couple of ours), and unless you Roomba can get near the docking station by accident it won't dock before the battery dies.  Ours has a difficult time getting out of a couple rooms once it finds it's way into these rooms.The vacuuming and movement is almost random.  It does not realize where it's been so expect it to cover some areas numerous times.  It's brain does start to realize when it hits items frequently and is in confined spaces or under and around tables and chairs.  The pattern of random movement will then change. For example it can follow a wall or chair and circle around the perimeter when it thinks one is near.  Still, it doesn't know the placement of things in your house, the size or shape, so don't expect it to remember their location at all.  It will just bounce around and follow edges with the hope it eventually covers the entire area. Sadly however it won't normally unless you close the area/room off so it can't accidentally leave.  Lastly, strings, hair, etc. will get caught in the roller.  You will need to clean it regularly and be careful with what's on the floor just as you would with your own vacuum. Our daughters bed-skirt has a ruffle which was caught once as we didn't realize a small section was starting to come loose.After numerous times using the Roomba we have figured out how to make it successful for our home.  First, when away on errands we will have it run with the hopes it returns to dock.  If not we replace it when we get home. Second, we don't use it at night as it's loud, but instead while home.  We will place it in an area we want cleaned and close off doors to keep it there.  (We can see where the accessories to create borders would be highly useful.)  Third, areas such as the kitchen, living room and halls will need to be done several times, and you will still need to pull out the master vacuum to reach some difficult locations. We just let the unit run around and do it's business.  After about two or three jobs the area is clean. Since our house has a light colored tile so we can tell how well it's done and if necessary manually place it around to help finish a job.  Fourth, it does vacuum carpet very well.  Our second floor is all carpet with stairs and after having the unit perform two jobs the upstairs is complete. Since we keep the dock on the first floor we just carry it up and down the stairs.Verdict:  If you don't have crazy expectations and are willing to do some periodic babysitting then a robot vacuum is a clear time saver, especially with a big house such as ours. If you are a clean freak that wants everything done perfectly each time it leaves the dock then stay away. It won't meet your requirements.","Reviewed in the United States on December 23, 2020",2 people found this helpful,1,NEGATIVE,0.9891873598098755
2.0 out of 5 stars,"I'm sitting here on Sunday, moved to finally write this review. The robot is great in some ways ... we vacuum less than we used to. But three times in an hour today it has bleeped at me, and sent me a notification, because it has gotten stuck on the corner of some rug, or between the legs of the dining room chairs, or choked on a cat toy, or gone over the threshold into some room it can't get out of.Maybe one time in 100 has this robot actually completed a job without getting stuck somewhere. This is not some crazy house. This is a normal house, on a fairly open plan, actually, with normal amounts of things in it. If I wasn't stuck at home for the pandemic, this robot would not be worth it. I'm here so I can get up, move it an inch, and hit the button twice a day. But if you're thinking that this thing can do your vacuuming while you're not around, think again.This is our first iRobot, we've had it for three months. We've had Deebots before; they're not better. This is a robot problem, not an iRobot problem.UPDATE: now it broke, four months in. One of the drive wheels won't spin. After 3 weeks I'm still waiting for the replacement part from Roomba, which they shipped via ""UPS Mail Innovations,"" i.e. that service where UPS drops it off at a USPS location. It's in Crestview, FL, where it's been sitting for 5 days, and I'm in PA.","Reviewed in the United States on April 18, 2021",2 people found this helpful,1,NEGATIVE,0.9923339486122131
3.0 out of 5 stars,"I have a 650 model for years which can be scheduled on the device. Now, for model 675 this function need to be done with its APP. The APP has an updated version and asked me to download. Alas! When I open the updated APP, I was asked to login. The APP is so poorly designed that it cannot even recognize the very iPhone which has a previous version and is in login status. Moreover, unlike many APP, in case the user forgot the user name and password, there are ways to restore the user name and reset password. This APP is so designed that you can only reset the password. But without the user name, the password cannot be reset. When trying to create a new account, I was told that this device has been registered with another user name. So, I am stuck. The only option for me is to let the Roomba run the way it was first set up when I bought it. As a result, I deleted this useless APP. It is amazing that the engineers who work on AI and robot can design a robot that is so user unfriendly!BTW, as mentioned above, when I used a different email to register, I got an error message. But then I received a welcome message from iRobot thanking me for create a new account. I guess iRobot is using this APP to collect buyer's message. This makes me feel sick.","Reviewed in the United States on February 19, 2021",2 people found this helpful,1,NEGATIVE,0.9997286200523376
4.0 out of 5 stars,"First off, a little background. We have a poodle and a mini schnauzer that do not shed. But, they track in tons of grass everyday from the backyard so we wanted something that would help us keep on top of that..It does an okay job, but could be better. In all honestly, it probably performs as well as it should for being an entry model. My wife and I decided to return it and buy a higher end model with more suction and a more efficient cleaning pattern. If you are just wanting an entry model, this does the job.","Reviewed in the United States on November 27, 2020",2 people found this helpful,1,POSITIVE,0.9908715486526489
1.0 out of 5 stars,"Your browser does not support HTML5 video.


   I'll get right into. I personally think the pathing algorithm is terrible. When it starts, it consistently ends up in the cleaning every room except for the room it starts in. It also seems to prefer smaller spaces, as it cleans my laundry room and the guest bathroom about 5-6 times every run and has a hard time covering large spaces as it tends to leave the larger areas before completing.Also, it's unable at docking itself (video included) It refuses to dock on its own and will repeat this process 5-6 times until you're fed up at watching it and dock it yourself.Lastly, it really just pushes a lot of dirt around then blows it away when it turns around with it's vacuum.","Reviewed in the United States on January 7, 2020",2 people found this helpful,1,NEGATIVE,0.99924635887146
1.0 out of 5 stars,"I would have liked to have written an amazing review about this Roomba, but alas it came in a damaged (as in crushed) shipping box, with evidence that it was NOT a new item (broken seals inside). This crushed box was then shipped to me inside a regular larger box to hide the damage. So, what did I find inside? A dead Robot. No amount of charging would wake the poor thing. It actually looked ok, but obviously something had gone quite wrong. It was dead. I did inspect it carefully and these are the things you may be interested in: It has only one side brush - I thought this was odd for a floor vacuum, but clearly there is not meant to be another one, so it wasn't just missing. It seems to have extra sensors so it won't fall down the stairs - I assume that is what they were for, since I was never able to test it. It has two main brushes that should work in tandem with one another. The Dust bin is regular in size but then there is a weird half cone shaped filter inside of it that takes up a lot of space, so if you could use it there is lots less room for it to actually collect dust. meaning you would have to empty it more often. It does come with a charging dock and cord, it comes with an extra cone filter. It does NOT come with a remote. Since it was DOA that's all I can tell you. so Here are my assumed pros and cons:Pro:it looks nicedual main brushesextra filterdocking stationCons:No remoteonly one side brushfilter takes up a lot of bin spacedocking station power cord must come out only on the right, no option to direct it to the left","Reviewed in the United States on November 9, 2020",2 people found this helpful,1,NEGATIVE,0.9989544153213501
